Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
3月 07 2021 21:40:43,3456,4,14,70,4.99,0.875,0.986,0.993,5,1,0.1247,0.0143,0.0067,0.1181,0.0155,document.createElement(_section_);profession()-->. profession
3月 07 2021 21:40:56,636,4,2,3,1.27,0.764,0.986,0.993,1,0,0.7642,0.9857,0.9934,-0.2292,-0.4029,document.createElement(_section_);infamize()-->. infamize
3月 07 2021 21:41:03,4477,4,14,5,0.35,0.791,0.832,0.832,5,1,0.2094,0.1676,0.1676,0.0418,0.0157,apologize
3月 07 2021 21:41:15,3239,5,15,8,0.55,0.775,0.811,0.811,4,1,0.2249,0.1895,0.1895,0.0354,0.0147,document.createElement(_section_);contradiction()-->. contradiction
3月 07 2021 21:41:33,3142,5,2,3,1.29,0.713,0.815,0.815,2,0,0.7129,0.8147,0.8147,-0.1017,-0.1554,document.createElement(_section_);inaudible()-->. inaudible
3月 07 2021 21:42:37,4836,5,17,14,0.84,0.738,0.808,0.808,4,1,0.262,0.1919,0.1919,0.0701,0.0318,document.createElement(_section_);index()-->. index
3月 07 2021 21:42:57,3244,5,16,7,0.45,0.758,0.808,0.808,4,1,0.242,0.1919,0.1919,0.0501,0.0217,document.createElement(_section_);indicate()-->. indicate
3月 07 2021 21:43:18,5099,4,1,1,1.41,0.758,0.828,0.828,1,0,0.7579,0.8284,0.8284,-0.0706,-0.112,document.createElement(_section_);infancy()-->. infancy
3月 07 2021 21:43:25,1790,4,14,6,0.42,0.773,0.825,0.825,5,1,0.2273,0.1749,0.1749,0.0524,0.0211,document.createElement(_section_);famous()-->. famous
3月 07 2021 21:44:37,4632,5,1,1,1,0.688,0.805,0.805,1,0,0.6875,0.8048,0.8048,-0.1173,-0.175,document.createElement(_section_);indict()-->. indict
3月 07 2021 21:44:54,4031,5,17,7,0.43,0.705,0.797,0.797,4,1,0.2953,0.2025,0.2025,0.0928,0.0462,document.createElement(_section_);audio()-->. audio
3月 07 2021 21:45:06,3600,5,17,6,0.35,0.72,0.797,0.797,4,1,0.2802,0.2029,0.2029,0.0774,0.0374,document.createElement(_section_);prediction()-->. prediction
3月 07 2021 21:45:52,413,5,11,7,0.61,0.733,0.801,0.801,3,1,0.2669,0.1989,0.1989,0.0679,0.0316,document.createElement(_section_);abdication()-->. abdication
3月 07 2021 21:45:59,4904,5,16,14,0.89,0.745,0.796,0.796,4,1,0.2548,0.2037,0.2037,0.0512,0.0235,document.createElement(_section_);predict()-->. predict
3月 07 2021 21:46:13,3131,5,16,7,0.47,0.756,0.801,0.801,4,1,0.2438,0.1987,0.1987,0.0452,0.02,document.createElement(_section_);fabulous()-->. fabulous
3月 07 2021 21:46:31,3508,5,11,15,1.39,0.766,0.796,0.796,3,1,0.2337,0.2042,0.2042,0.0295,0.0129,document.createElement(_section_);auditor()-->. auditor
3月 07 2021 21:46:44,5242,5,15,13,0.86,0.775,0.796,0.796,4,1,0.2245,0.2043,0.2043,0.0202,0.0087,document.createElement(_section_);audible()-->. audible
3月 07 2021 21:46:59,3296,5,14,9,0.63,0.784,0.796,0.796,4,1,0.2159,0.2041,0.2041,0.0118,0.005,document.createElement(_section_);contradict()-->. contradict
3月 07 2021 21:47:19,557,4,10,13,1.3,0.83,0.821,0.821,4,1,0.1702,0.1786,0.1786,-0.0084,-0.0029,document.createElement(_section_);eulogize()-->. eulogize
3月 07 2021 21:48:20,3278,5,10,8,0.83,0.8,0.802,0.802,3,1,0.2004,0.1983,0.1983,0.0021,0.0008,document.createElement(_section_);addictive()-->. addictive
3月 07 2021 21:49:10,5177,5,14,7,0.53,0.807,0.797,0.797,4,1,0.1933,0.2031,0.2031,-0.0099,-0.0039,document.createElement(_section_);dictator()-->. dictator
3月 07 2021 21:49:23,3210,3,6,5,0.85,0.889,0.734,0.734,4,1,0.111,0.2659,0.2659,-0.1549,-0.0584,document.createElement(_section_);indication()-->. indication
3月 07 2021 21:49:47,2152,4,9,8,0.9,0.867,0.823,0.823,4,1,0.1327,0.1773,0.1773,-0.0447,-0.0138,document.createElement(_section_);profess()-->. profess
3月 07 2021 21:50:04,2407,5,12,14,1.18,0.842,0.804,0.804,4,1,0.1581,0.1963,0.1963,-0.0382,-0.0136,document.createElement(_section_);affability()-->. affability
3月 07 2021 21:50:38,5244,5,12,4,0.3,0.847,0.804,0.804,4,1,0.1534,0.1961,0.1961,-0.0427,-0.0149,document.createElement(_section_);index-finger()-->. index-finger
3月 07 2021 21:50:50,4515,4,14,5,0.38,0.878,0.826,0.826,5,1,0.1217,0.1743,0.1743,-0.0527,-0.0156,document.createElement(_section_);dialogue()-->. dialogue
3月 07 2021 21:50:59,5027,5,12,7,0.57,0.855,0.803,0.803,4,1,0.1454,0.1973,0.1973,-0.0519,-0.0178,document.createElement(_section_);contradictious()-->. contradictious
3月 07 2021 21:51:23,4133,4,14,5,0.34,0.885,0.829,0.829,5,1,0.1155,0.171,0.171,-0.0555,-0.0159,document.createElement(_section_);monologue()-->. monologue
3月 07 2021 21:51:48,5102,4,8,23,2.91,0.855,0.98,0.98,4,1,0.1445,0.0197,0.0202,0.1244,0.0205,document.createElement(_section_);benediction()-->. benediction
3月 07 2021 21:52:11,2823,5,3,1,0.33,0.835,0.812,0.812,2,0,0.8351,0.8121,0.8121,0.023,0.0379,document.createElement(_section_);confabulate()-->. confabulate
3月 07 2021 21:52:21,4426,5,12,4,0.3,0.839,0.795,0.795,4,1,0.1605,0.2053,0.2053,-0.0448,-0.0164,document.createElement(_section_);disobedient()-->. disobedient
3月 07 2021 21:52:44,3185,5,2,2,0.94,0.819,0.8,0.8,1,0,0.8188,0.8,0.8,0.0187,0.0303,document.createElement(_section_);abdicate()-->. abdicate
3月 07 2021 21:53:02,905,4,10,4,0.43,0.855,0.815,0.815,4,1,0.1454,0.1847,0.1847,-0.0394,-0.013,document.createElement(_section_);amnesia()-->. amnesia
3月 07 2021 21:53:13,4078,4,8,20,2.46,0.855,0.979,0.988,4,1,0.1445,0.0208,0.0124,0.1321,0.0207,document.createElement(_section_);fable()-->. fable
3月 07 2021 21:54:14,3333,4,10,7,0.66,0.857,0.816,0.816,4,1,0.1431,0.1844,0.1844,-0.0413,-0.0135,document.createElement(_section_);fatal()-->. fatal
3月 07 2021 21:54:22,1051,5,13,4,0.33,0.829,0.79,0.79,4,1,0.1712,0.2099,0.2099,-0.0387,-0.0148,document.createElement(_section_);obey()-->. obey
3月 07 2021 21:54:36,3895,4,2,1,0.5,0.847,0.817,0.817,2,0,0.8466,0.8165,0.8165,0.0301,0.05,document.createElement(_section_);-fess()-->. -fess
3月 07 2021 21:55:05,4558,4,14,10,0.73,0.849,0.812,0.812,5,1,0.1509,0.1878,0.1878,-0.0369,-0.0125,document.createElement(_section_);confession-room()-->. confession-room
3月 07 2021 21:55:17,3393,4,10,7,0.7,0.851,0.812,0.812,4,1,0.1486,0.1876,0.1876,-0.039,-0.0131,document.createElement(_section_);professor()-->. professor
3月 07 2021 21:56:01,1478,5,2,1,0.5,0.8,0.786,0.786,2,0,0.8002,0.7864,0.7864,0.0139,0.022,document.createElement(_section_);dictate()-->. dictate
3月 07 2021 21:56:14,4354,4,10,7,0.68,0.839,0.809,0.809,4,1,0.161,0.1906,0.1906,-0.0296,-0.0104,document.createElement(_section_);professional()-->. professional
3月 07 2021 21:57:18,4733,5,2,1,0.73,0.786,0.783,0.783,2,0,0.7862,0.7826,0.7826,0.0036,0.0056,document.createElement(_section_);prescience()-->. prescience
3月 07 2021 21:57:42,3651,4,10,10,1.01,0.827,0.807,0.807,4,1,0.1728,0.1932,0.1932,-0.0203,-0.0074,document.createElement(_section_);defame()-->. defame
3月 07 2021 21:57:54,4786,4,10,12,1.19,0.829,0.807,0.807,4,1,0.1707,0.1932,0.1932,-0.0225,-0.0082,document.createElement(_section_);fame()-->. fame
3月 07 2021 21:57:59,1415,4,10,8,0.85,0.831,0.807,0.807,4,1,0.1686,0.1932,0.1932,-0.0246,-0.0089,document.createElement(_section_);defamatory()-->. defamatory
3月 07 2021 21:58:12,179,5,17,6,0.34,0.798,0.78,0.78,5,1,0.2018,0.2201,0.2201,-0.0183,-0.0077,document.createElement(_section_);dictionary()-->. dictionary
3月 07 2021 21:58:34,4821,5,14,8,0.59,0.802,0.78,0.78,4,1,0.1977,0.2201,0.2201,-0.0224,-0.0094,document.createElement(_section_);auditory()-->. auditory
3月 07 2021 21:58:44,4002,5,14,15,1.05,0.806,0.78,0.78,4,1,0.1938,0.22,0.22,-0.0262,-0.0108,document.createElement(_section_);audience()-->. audience
3月 07 2021 21:58:53,5018,5,14,6,0.46,0.81,0.78,0.78,4,1,0.1901,0.2198,0.2198,-0.0297,-0.0122,document.createElement(_section_);auditorium()-->. auditorium
3月 07 2021 21:59:36,3258,5,2,3,1.52,0.795,0.786,0.786,1,0,0.795,0.7862,0.7862,0.0088,0.0139,document.createElement(_section_);fabulist()-->. fabulist
3月 07 2021 22:00:02,1222,4,10,4,0.39,0.834,0.805,0.805,4,1,0.1659,0.1955,0.1955,-0.0296,-0.0107,document.createElement(_section_);fate()-->. fate
3月 07 2021 22:00:08,4004,5,10,4,0.37,0.801,0.777,0.777,3,1,0.1991,0.2227,0.2227,-0.0236,-0.01,document.createElement(_section_);audiphone()-->. audiphone
3月 07 2021 22:00:15,4961,5,14,5,0.37,0.805,0.778,0.778,4,1,0.1954,0.2225,0.2225,-0.0271,-0.0113,document.createElement(_section_);obedient()-->. obedient
3月 07 2021 22:00:34,3624,4,2,1,0.74,0.812,0.62,0.677,2,0,0.812,0.6199,0.677,0.135,0.201,document.createElement(_section_);ineffable()-->. ineffable
3月 07 2021 22:01:03,4771,5,2,1,0.57,0.765,0.783,0.783,1,0,0.7648,0.7834,0.7834,-0.0186,-0.0288,document.createElement(_section_);interdict()-->. interdict
3月 07 2021 22:01:23,3980,5,16,6,0.37,0.769,0.775,0.775,4,1,0.2308,0.2253,0.2253,0.0055,0.0025,document.createElement(_section_);prescient()-->. prescient
3月 07 2021 22:01:35,1350,5,16,8,0.48,0.773,0.775,0.775,4,1,0.2265,0.225,0.225,0.0015,0.0007,document.createElement(_section_);predictable()-->. predictable
Mar 08 2021 22:17:12,5243,6,21,17,0.83,0.741,0.738,0.738,5,1,0.2594,0.2621,0.2621,-0.0027,-0.0014,document.createElement(_section_);malediction()-->. malediction
Mar 08 2021 22:17:24,249,5,15,5,0.35,0.783,0.763,0.763,4,1,0.2175,0.2373,0.2373,-0.0198,-0.009,document.createElement(_section_);manifest()-->. manifest
Mar 08 2021 22:17:49,5150,5,15,7,0.48,0.786,0.761,0.761,4,1,0.2138,0.2388,0.2388,-0.025,-0.0113,document.createElement(_section_);eloquence()-->. eloquence
Mar 08 2021 22:17:55,5261,1,2,5,2.45,0.953,0.952,0.985,4,1,0.0469,0.0484,0.0148,0.0321,0.002,document.createElement(_section_);special()-->. special
Mar 08 2021 22:18:33,4234,5,2,1,0.5,0.773,0.764,0.764,1,0,0.7731,0.7641,0.7641,0.009,0.0138,document.createElement(_section_);prologue()-->. prologue
Mar 08 2021 22:19:10,5066,1,2,5,2.35,0.95,0.953,0.953,4,1,0.0501,0.0467,0.0467,0.0034,0.0003,document.createElement(_section_);transpicuous()-->. transpicuous
Mar 08 2021 22:19:29,5123,1,2,2,1.25,0.95,0.954,0.954,3,1,0.0501,0.0463,0.0463,0.0037,0.0004,document.createElement(_section_);inspection()-->. inspection
Mar 08 2021 22:19:37,4771,1,2,3,1.47,0.947,0.899,0.934,4,1,0.0526,0.1012,0.0662,-0.0136,-0.0016,document.createElement(_section_);interdict()-->. interdict
Mar 08 2021 22:19:43,2823,1,2,6,2.78,0.947,0.898,0.943,5,1,0.053,0.1018,0.0571,-0.0042,-0.0005,document.createElement(_section_);confabulate()-->. confabulate
Mar 08 2021 22:19:53,2830,1,2,2,1.08,0.949,0.954,0.954,4,1,0.0508,0.0461,0.0461,0.0047,0.0005,document.createElement(_section_);spy()-->. spy
Mar 08 2021 22:19:58,3895,1,2,2,1.16,0.947,0.898,0.95,4,1,0.0533,0.1017,0.0501,0.0032,0.0003,document.createElement(_section_);-fess()-->. -fess
Mar 08 2021 22:20:25,4059,1,2,1,0.5,0.948,0.954,0.954,1,0,0.9482,0.954,0.954,-0.0059,-0.0112,document.createElement(_section_);invoke()-->. invoke
Mar 08 2021 22:20:38,248,1,2,8,3.8,0.948,0.941,0.984,3,1,0.0518,0.0593,0.0159,0.0359,0.0024,document.createElement(_section_);advocacy()-->. advocacy
Mar 08 2021 22:20:44,2488,5,11,18,1.67,0.77,0.722,0.94,3,1,0.2296,0.2778,0.0596,0.17,0.0492,document.createElement(_section_);epilogue()-->. epilogue
Mar 08 2021 22:21:06,4632,1,2,4,2.23,0.947,0.898,0.955,3,1,0.0533,0.1024,0.0451,0.0082,0.0008,document.createElement(_section_);indict()-->. indict
Mar 08 2021 22:21:19,1478,1,2,7,3.35,0.946,0.898,0.959,4,1,0.0536,0.1017,0.0406,0.013,0.0012,document.createElement(_section_);dictate()-->. dictate
Mar 08 2021 22:21:30,5099,1,2,4,2.09,0.946,0.897,0.962,4,1,0.054,0.1025,0.0375,0.0165,0.0015,document.createElement(_section_);infancy()-->. infancy
Mar 08 2021 22:21:38,3723,6,19,12,0.61,0.732,0.695,0.935,5,1,0.2684,0.3049,0.065,0.2034,0.0678,document.createElement(_section_);affable()-->. affable
Mar 08 2021 22:21:42,3267,5,17,17,0.98,0.774,0.715,0.939,5,1,0.2256,0.2845,0.0609,0.1647,0.0472,document.createElement(_section_);fatalist()-->. fatalist
Mar 08 2021 22:21:48,3624,1,2,6,2.89,0.949,0.899,0.966,5,1,0.0513,0.1014,0.0343,0.017,0.0015,document.createElement(_section_);ineffable()-->. ineffable
Mar 08 2021 22:21:53,4733,1,2,3,1.44,0.951,0.898,0.968,5,1,0.0494,0.1016,0.0321,0.0173,0.0014,document.createElement(_section_);prescience()-->. prescience
Mar 08 2021 22:22:14,1320,1,2,2,1,0.952,0.94,0.984,2,0,0.9521,0.9403,0.9841,-0.0319,-0.0619,document.createElement(_section_);provocation()-->. provocation
Mar 09 2021 12:36:18,4065,2,4,5,1.18,0.907,0.865,0.97,4,1,0.0933,0.1345,0.0295,0.0638,0.0078,document.createElement(_section_);perspicuous()-->. perspicuous
Mar 09 2021 12:36:37,349,2,4,9,2.21,0.907,0.868,0.971,4,1,0.0931,0.1325,0.0291,0.064,0.0078,document.createElement(_section_);perspective()-->. perspective
Mar 09 2021 12:36:50,1842,2,4,3,0.71,0.907,0.87,0.971,3,1,0.0929,0.1298,0.0286,0.0642,0.0078,document.createElement(_section_);prospect()-->. prospect
Mar 09 2021 12:36:57,4391,6,18,16,0.9,0.751,0.593,0.919,4,1,0.249,0.4069,0.081,0.1679,0.0554,document.createElement(_section_);eloquent()-->. eloquent
Mar 09 2021 12:37:03,3774,2,4,6,1.38,0.909,0.869,0.971,4,1,0.0908,0.1306,0.0288,0.062,0.0074,document.createElement(_section_);speculator()-->. speculator
Mar 09 2021 12:37:09,5146,2,4,4,1,0.909,0.873,0.972,4,1,0.0906,0.1274,0.0282,0.0624,0.0074,document.createElement(_section_);speciality()-->. speciality
Mar 09 2021 12:37:12,4452,2,6,8,1.36,0.91,0.875,0.972,5,1,0.0904,0.1245,0.0276,0.0628,0.0074,document.createElement(_section_);-voc()-->. -voc
Mar 09 2021 12:37:16,3337,2,4,3,0.8,0.91,0.88,0.973,4,1,0.0902,0.1204,0.0268,0.0634,0.0074,document.createElement(_section_);specialist()-->. specialist
Mar 09 2021 12:37:21,2167,2,4,4,1.01,0.91,0.883,0.974,4,1,0.09,0.1168,0.0262,0.0638,0.0074,document.createElement(_section_);speculation()-->. speculation
Mar 09 2021 12:37:34,5260,2,4,4,1.04,0.91,0.886,0.974,4,1,0.0897,0.1139,0.0256,0.0641,0.0074,document.createElement(_section_);evoke()-->. evoke
Mar 09 2021 12:37:38,3949,2,4,4,1.08,0.91,0.889,0.975,4,1,0.0896,0.1105,0.025,0.0646,0.0074,document.createElement(_section_);irrevocable()-->. irrevocable
Mar 09 2021 12:37:40,4126,6,18,16,0.92,0.759,0.646,0.929,4,1,0.241,0.3538,0.071,0.17,0.0531,document.createElement(_section_);defamation()-->. defamation
Mar 09 2021 12:37:43,1841,6,17,19,1.13,0.763,0.639,0.928,4,1,0.2369,0.3609,0.0723,0.1646,0.0509,document.createElement(_section_);infant()-->. infant
Mar 09 2021 12:37:46,4234,1,2,4,1.96,0.953,0.939,0.98,4,1,0.0466,0.0609,0.0195,0.0271,0.0018,document.createElement(_section_);prologue()-->. prologue
Mar 09 2021 12:37:53,4059,1,2,4,1.9,0.953,0.939,0.982,4,1,0.0469,0.0608,0.0185,0.0285,0.0019,document.createElement(_section_);invoke()-->. invoke
Mar 09 2021 12:37:56,5070,7,24,13,0.54,0.732,0.598,0.92,5,1,0.2676,0.4015,0.08,0.1876,0.0652,document.createElement(_section_);-Aud听()-->. -Aud听
Mar 09 2021 12:38:04,1724,2,4,10,2.43,0.915,0.883,0.974,4,1,0.0849,0.1169,0.0262,0.0588,0.0065,document.createElement(_section_);provoking()-->. provoking
Mar 09 2021 12:38:07,5215,7,24,18,0.77,0.739,0.597,0.92,5,1,0.2613,0.4025,0.0802,0.1811,0.0619,document.createElement(_section_);-dict()-->. -dict
Mar 09 2021 12:38:12,5126,2,4,4,1.08,0.917,0.883,0.974,4,1,0.0827,0.1173,0.0262,0.0565,0.0062,document.createElement(_section_);equivoke()-->. equivoke
Mar 09 2021 12:38:43,3185,2,3,5,1.73,0.912,0.844,0.961,3,1,0.0877,0.1565,0.0392,0.0485,0.0062,document.createElement(_section_);abdicate()-->. abdicate
Mar 09 2021 12:38:59,4820,2,2,1,0.5,0.915,0.886,0.974,2,0,0.9149,0.8863,0.9744,-0.0595,-0.1124,document.createElement(_section_);convocation()-->. convocation
Mar 09 2021 12:39:14,4196,2,2,4,1.81,0.913,0.86,0.971,2,0,0.913,0.8596,0.9707,-0.0577,-0.1087,document.createElement(_section_);invocation()-->. invocation
Mar 10 2021 14:08:15,636,3,5,12,2.48,0.865,0.754,0.944,4,1,0.1346,0.2464,0.0562,0.0784,0.015,document.createElement(_section_);infamize()-->. infamize
Mar 10 2021 14:08:20,5199,1,3,3,0.88,0.955,0.893,0.978,5,1,0.0447,0.1072,0.0225,0.0222,0.0015,document.createElement(_section_);visitor()-->. visitor
Mar 10 2021 14:08:25,5030,1,2,8,3.98,0.955,0.895,0.978,4,1,0.0446,0.1048,0.022,0.0226,0.0015,document.createElement(_section_);interview()-->. interview
Mar 10 2021 14:08:37,998,1,2,2,1.21,0.955,0.9,0.979,4,1,0.0446,0.1003,0.0213,0.0233,0.0015,document.createElement(_section_);respecting()-->. respecting
Mar 10 2021 14:08:51,4937,1,2,3,1.52,0.955,0.905,0.98,4,1,0.0445,0.0949,0.0203,0.0242,0.0016,document.createElement(_section_);retrospective()-->. retrospective
Mar 10 2021 14:08:55,2830,2,4,18,4.62,0.925,0.993,0.994,4,1,0.0751,0.0066,0.0056,0.0694,0.0056,document.createElement(_section_);spy()-->. spy
Mar 10 2021 14:09:06,5192,1,2,4,2.09,0.956,0.91,0.981,4,1,0.0445,0.0897,0.0195,0.025,0.0016,document.createElement(_section_);respectful()-->. respectful
Mar 10 2021 14:09:09,5048,1,3,4,1.34,0.956,0.915,0.981,5,1,0.0444,0.085,0.0187,0.0258,0.0016,document.createElement(_section_);-vid/vis()https://dict.youdao.com/dictvoice?audio=-vid/vis&type=1-->. -vid/vis. https://dict.youdao.com/dictvoice?audio=-vid/vis&type=1
Mar 10 2021 14:09:20,1320,2,3,5,1.56,0.908,0.84,0.964,4,1,0.0918,0.1603,0.0361,0.0557,0.0071,document.createElement(_section_);provocation()-->. provocation
Mar 10 2021 14:09:24,4441,1,2,7,3.41,0.955,0.919,0.982,4,1,0.0446,0.081,0.018,0.0267,0.0017,document.createElement(_section_);respect()-->. respect
Mar 10 2021 14:09:28,3203,3,7,10,1.39,0.873,0.817,0.965,4,1,0.1275,0.1829,0.0354,0.0921,0.015,document.createElement(_section_);conspicuous()-->. conspicuous
Mar 10 2021 14:10:54,5232,1,2,4,2.11,0.956,0.923,0.983,3,1,0.0444,0.0768,0.0173,0.0271,0.0017,document.createElement(_section_);previse()-->. previse
Mar 10 2021 14:11:11,2350,1,2,6,2.95,0.956,0.926,0.983,3,1,0.0443,0.0739,0.0168,0.0276,0.0017,document.createElement(_section_);visionary()-->. visionary
Mar 10 2021 14:11:35,3863,1,2,9,4.65,0.956,0.929,0.984,4,1,0.0443,0.0715,0.0164,0.0279,0.0017,document.createElement(_section_);visual()-->. visual
Mar 10 2021 14:11:49,4511,1,2,1,0.5,0.955,0.931,0.984,2,0,0.9551,0.9307,0.984,-0.0289,-0.056,document.createElement(_section_);revise()-->. revise
Mar 10 2021 14:12:03,4141,1,2,6,2.9,0.955,0.905,0.98,3,1,0.0448,0.0953,0.0197,0.0251,0.0016,document.createElement(_section_);suspect()-->. suspect
Mar 10 2021 14:12:20,2700,1,2,3,1.57,0.955,0.909,0.981,3,1,0.0447,0.0911,0.019,0.0257,0.0016,document.createElement(_section_);respective()-->. respective
Mar 10 2021 14:12:23,3895,2,5,4,0.75,0.916,0.938,0.938,5,1,0.0841,0.0623,0.0623,0.0218,0.0032,document.createElement(_section_);-fess()-->. -fess
Mar 10 2021 14:12:36,5123,2,3,28,9.43,0.89,0.993,0.994,4,1,0.1105,0.0066,0.0056,0.1049,0.0122,document.createElement(_section_);inspection()-->. inspection
Mar 10 2021 14:12:42,4784,1,2,4,1.95,0.955,0.913,0.982,4,1,0.0447,0.0873,0.0184,0.0263,0.0017,document.createElement(_section_);visa()-->. visa
Mar 10 2021 14:12:48,4523,1,2,10,5.22,0.955,0.916,0.982,4,1,0.0446,0.0839,0.0178,0.0268,0.0017,document.createElement(_section_);suspicion()-->. suspicion
